surname,firstInitial,graph_id
Van,Peer,author_van_peer
Van,Criekinge,author_van_criekinge
Ladenstein,R,author_ladenstein_r
Schulte,JH,author_schulte_jh
Noguera,R,author_noguera_r
Stallings,RL,author_stallings_rl
Van,Damme,author_van_damme
Vermeulen,J,author_vermeulen_j
Van,Maerken,author_van_maerken
B�cklund,LM,author_backlund_lm
Horbinski,C,author_horbinski_c
Duncan,FE,author_duncan_fe
Padilla-Banks,E,author_padilla_banks_e
Bernhardt,ML,author_bernhardt_ml
Ord,TS,author_ord_ts
Jefferson,WN,author_jefferson_wn
Moss,SB,author_moss_sb
Williams,CJ,author_williams_cj
Tseng,HY,author_tseng_hy
Senger,F,author_senger_f
Kurzawa,L,author_kurzawa_l
Dedden,D,author_dedden_d
Mizuno,N,author_mizuno_n
Wasik,AA,author_wasik_aa
Thery,M,author_thery_m
Surrey,LF,author_surrey_lf
Straka,J,author_straka_j
Lin,F,author_lin_f
Harding,B,author_harding_b
Storm,PB,author_storm_pb
Buccoliero,AM,author_buccoliero_am
Li,MM,author_li_mm
Waanders,AJ,author_waanders_aj
Noman,AS,author_noman_as
Uddin,M,author_uddin_m
Ralhan,R,author_ralhan_r
Ng,DC,author_ng_dc
Chau,SL,author_chau_sl
So,KK,author_so_kk
Leung,PP,author_leung_pp
Lee,TL,author_lee_tl
Lung,RW,author_lung_rw
Chan,MW,author_chan_mw
Chan,AW,author_chan_aw
Lo,KW,author_lo_kw
Lai,TC,author_lai_tc
Li,HF,author_li_hf
Hung,PY,author_hung_py
Shyu,MK,author_shyu_mk
Hu,MC,author_hu_mc
Fang,R,author_fang_r
Barbera,AJ,author_barbera_aj
Rutenberg,M,author_rutenberg_m
Leonor,T,author_leonor_t
Bi,Q,author_bi_q
Lan,F,author_lan_f
Mei,P,author_mei_p
Yuan,GC,author_yuan_gc
Lian,C,author_lian_c
Cheng,D,author_cheng_d
Sui,G,author_sui_g
Kaiser,UB,author_kaiser_ub
Shi,YG,author_shi_yg
Vasilatos,SN,author_vasilatos_sn
Katz,TA,author_katz_ta
Tasdemir,N,author_tasdemir_n
Levine,KM,author_levine_km
Medhurst,AL,author_medhurst_al
Zwaan,M,author_zwaan_m
Ling,C,author_ling_c
Rooimans,MA,author_rooimans_ma
Bier,P,author_bier_p
Hoatlin,M,author_hoatlin_m
Pals,G,author_pals_g
Chandrasekharappa,SC,author_chandrasekharappa_sc
Lach,FP,author_lach_fp
Kimble,DC,author_kimble_dc
Kamat,A,author_kamat_a
Donovan,FX,author_donovan_fx
Flynn,E,author_flynn_e
Sen,SK,author_sen_sk
Thongthip,S,author_thongthip_s
Sanborn,E,author_sanborn_e
Auerbach,AD,author_auerbach_ad
Dunn,AR,author_dunn_ar
F�ssler,R,author_fassler_r
Korda�,T,author_kordas_t
Osen,W,author_osen_w
Eichm�ller,SB,author_eichmuller_sb
Takatsu,H,author_takatsu_h
Baba,K,author_baba_k
Shima,T,author_shima_t
Umino,H,author_umino_h
Kato,U,author_kato_u
Umeda,M,author_umeda_m
Lai,J,author_lai_j
Tang,XJ,author_tang_xj
Ricketts,ML,author_ricketts_ml
Feltus,FA,author_feltus_fa
Melner,MH,author_melner_mh
Hearn,JWD,author_hearn_jwd
AbuAli,G,author_abuali_g
Reichard,CA,author_reichard_ca
Reddy,CA,author_reddy_ca
Magi-Galluzzi,C,author_magi_galluzzi_c
Chang,KH,author_chang_kh
Carlson,R,author_carlson_r
Rangel,L,author_rangel_l
Reagan,K,author_reagan_k
Davis,BJ,author_davis_bj
Karnes,RJ,author_karnes_rj
Kohli,M,author_kohli_m
Tindall,D,author_tindall_d
Klein,EA,author_klein_ea
Sharifi,N,author_sharifi_n
Selt,F,author_selt_f
Hohloch,J,author_hohloch_j
Hielscher,T,author_hielscher_t
Capper,D,author_capper_d
Usta,D,author_usta_d
Brabetz,S,author_brabetz_s
Ridinger,J,author_ridinger_j
Ecker,J,author_ecker_j
Oehme,I,author_oehme_i
Marquardt,V,author_marquardt_v
Pauck,D,author_pauck_d
B�chli,H,author_bachli_h
Stiles,CD,author_stiles_cd
Roesner,LM,author_roesner_lm
Mielke,C,author_mielke_c
Faehnrich,S,author_faehnrich_s
Merkhoffer,Y,author_merkhoffer_y
Fields,AP,author_fields_ap
Regala,RP,author_regala_rp
Parker,PJ,author_parker_pj
Justilien,V,author_justilien_v
Riou,P,author_riou_p
Linch,M,author_linch_m
Bristow,CA,author_bristow_ca
Dey,P,author_dey_p
Rai,K,author_rai_k
Perets,R,author_perets_r
Ramirez-Cardenas,A,author_ramirez_cardenas_a
Malasi,S,author_malasi_s
Huang-Hobbs,E,author_huang_hobbs_e
Haemmerle,M,author_haemmerle_m
Hirsch,MS,author_hirsch_ms
Chang,Q,author_chang_q
DePinho,R,author_depinho_r
Draetta,G,author_draetta_g
Yang,YL,author_yang_yl
Chu,JY,author_chu_jy
Luo,ML,author_luo_ml
Feng,YB,author_feng_yb
Han,YL,author_han_yl
Gillen,SL,author_gillen_sl
Schmidt,T,author_schmidt_t
Jukes-Jones,R,author_jukes_jones_r
Langlais,C,author_langlais_c
Kopra,K,author_kopra_k
Hawley,BR,author_hawley_br
Ru,GQ,author_ru_gq
Wang,HJ,author_wang_hj
Xu,WJ,author_xu_wj
He,XL,author_he_xl
Zhao,ZS,author_zhao_zs
Roy,RK,author_roy_rk
Hoppe,MM,author_hoppe_mm
Samanta,A,author_samanta_a
Sharma,N,author_sharma_n
Tan,KT,author_tan_kt
Voon,DC,author_voon_dc
Teh,M,author_teh_m
Murata-Kamiya,N,author_murata_kamiya_n
Hatakeyama,M,author_hatakeyama_m
Chang,YT,author_chang_yt
Yong,WP,author_yong_wp
Ho,KY,author_ho_ky
Jeyasekharan,AD,author_jeyasekharan_ad
Hu,YC,author_hu_yc
Yeh,SD,author_yeh_sd
Sampson,ER,author_sampson_er
Ting,HJ,author_ting_hj
Ni,J,author_ni_j
Prescott,JD,author_prescott_jd
Zeiger,MA,author_zeiger_ma
Bouley,RA,author_bouley_ra
Hinkovska-Galcheva,V,author_hinkovska_galcheva_v
Shayman,JA,author_shayman_ja
Tesmer,JJG,author_tesmer_jjg
Dittmar,KE,author_dittmar_ke
Drexler,HG,author_drexler_hg
Dirks,WG,author_dirks_wg
W�ss,K,author_woss_k
Simonovic,N,author_simonovic_n
Strobl,B,author_strobl_b
Macho-Maschler,S,author_macho_maschler_s
M�ller,M,author_muller_m
Ubel,C,author_ubel_c
Mousset,S,author_mousset_s
Trufa,D,author_trufa_d
Sirbu,H,author_sirbu_h
Finotto,S,author_finotto_s
Stoiber,D,author_stoiber_d
Ma,GJ,author_ma_gj
Hu,XJ,author_hu_xj
Yin,XY,author_yin_xy
Peng,YH,author_peng_yh
Xu,HL,author_xu_hl
Tan,YT,author_tan_yt
Rothman,N,author_rothman_n
Purdue,M,author_purdue_m
Gao,YT,author_gao_yt
Shu,XO,author_shu_xo
Xiang,YB,author_xiang_yb
Lake,A,author_lake_a
Shield,LA,author_shield_la
Cordano,P,author_cordano_p
Chui,DT,author_chui_dt
Rahman,MZ,author_rahman_mz
Nayeem,MJ,author_nayeem_mj
Alam,SS,author_alam_ss
Khatun,Z,author_khatun_z
Wahiduzzaman,M,author_wahiduzzaman_m
Sultana,A,author_sultana_a
Rahman,ML,author_rahman_ml
Ali,MY,author_ali_my
Barua,D,author_barua_d
Ahmed,I,author_ahmed_i
Aboussekhra,A,author_aboussekhra_a
Yeger,H,author_yeger_h
Farhat,WA,author_farhat_wa
Islam,SS,author_islam_ss
Thayer,SP,author_thayer_sp
Heiser,PW,author_heiser_pw
Nielsen,CM,author_nielsen_cm
Roberts,DJ,author_roberts_dj
Lauwers,GY,author_lauwers_gy
Qi,YP,author_qi_yp
Gysin,S,author_gysin_s
Fern�ndez-del,Castillo,author_fernandez_del_castillo
Yajnik,V,author_yajnik_v
Antoniu,B,author_antoniu_b
Warshaw,AL,author_warshaw_al
Hebrok,M,author_hebrok_m
Pepicelli,CV,author_pepicelli_cv
Dibble,CC,author_dibble_cc
Catbagan,W,author_catbagan_w
Zarycki,JL,author_zarycki_jl
Laciak,R,author_laciak_r
Gipp,J,author_gipp_j
Shaw,A,author_shaw_a
Lamm,ML,author_lamm_ml
Munoz,A,author_munoz_a
Lipinski,R,author_lipinski_r
Thrasher,JB,author_thrasher_jb
Bushman,W,author_bushman_w
Cui,W,author_cui_w
Wen,YY,author_wen_yy
Li,BL,author_li_bl
Chen,XL,author_chen_xl
An,SX,author_an_sx
Mi,XY,author_mi_xy
Wang,EH,author_wang_eh
Amato,KR,author_amato_kr
Hastings,AK,author_hastings_ak
Youngblood,VM,author_youngblood_vm
Santapuram,PR,author_santapuram_pr
Cates,JM,author_cates_jm
Colvin,DC,author_colvin_dc
Brantley-Sieders,DM,author_brantley_sieders_dm
Cook,RS,author_cook_rs
Pal,J,author_pal_j
Patil,V,author_patil_v
Kaur,K,author_kaur_k
Sarkar,C,author_sarkar_c
Somasundaram,K,author_somasundaram_k
Gingell,JJ,author_gingell_jj
Watkins,HA,author_watkins_ha
Archbold,JK,author_archbold_jk
Poyner,DR,author_poyner_dr
Hay,DL,author_hay_dl
Pondel,M,author_pondel_m
Thakkar,A,author_thakkar_a
Bijnsdorp,IV,author_bijnsdorp_iv
Geldof,AA,author_geldof_aa
Shah,GV,author_shah_gv
Saini,V,author_saini_v
Marchese,A,author_marchese_a
Majetschak,M,author_majetschak_m
Kucia,M,author_kucia_m
Jankowski,K,author_jankowski_k
Reca,R,author_reca_r
Wysoczynski,M,author_wysoczynski_m
Bandura,L,author_bandura_l
Allendorf,DJ,author_allendorf_dj
Ratajczak,J,author_ratajczak_j
Ratajczak,MZ,author_ratajczak_mz
Barnett,CM,author_barnett_cm
Kovacic,B,author_kovacic_b
Schuster,C,author_schuster_c
Schellack,C,author_schellack_c
Karaghiosoff,M,author_karaghiosoff_m
Kreibich,R,author_kreibich_r
Weisz,E,author_weisz_e
Artwohl,M,author_artwohl_m
Kleine,OC,author_kleine_oc
Baumgartner-Parzer,S,author_baumgartner_parzer_s
Freissmuth,M,author_freissmuth_m
Sang,QX,author_sang_qx
Man,YG,author_man_yg
Sung,YM,author_sung_ym
Khamis,ZI,author_khamis_zi
Sahab,ZJ,author_sahab_zj
Lang,Y,author_lang_y
Osborne,J,author_osborne_j
Crae,S,author_crae_s
Wilson,KS,author_wilson_ks
Tosi,S,author_tosi_s
Knight,SJ,author_knight_sj
Jarrett,RF,author_jarrett_rf
Nawashiro,H,author_nawashiro_h
Saleem,M,author_saleem_m
Qadir,MI,author_qadir_mi
Perveen,N,author_perveen_n
Ahmad,B,author_ahmad_b
Saleem,U,author_saleem_u
Irshad,T,author_irshad_t
Annunziata,CM,author_annunziata_cm
Grunau,C,author_grunau_c
Sanchez,C,author_sanchez_c
Ehrlich,M,author_ehrlich_m
Hindermann,W,author_hindermann_w
Rodriguez,C,author_rodriguez_c
Krieger,S,author_krieger_s
Dubeau,L,author_dubeau_l
Fiala,E,author_fiala_e
De,Sario,author_de_sario
Bellavia,D,author_bellavia_d
Checquolo,S,author_checquolo_s
Palermo,R,author_palermo_r
Shih,IeM,author_shih_iem
Sommerville,RS,author_sommerville_rs
Ratnayake,G,author_ratnayake_g
Hughes,B,author_hughes_b
Taheri,T,author_taheri_t
Lim,JWC,author_lim_jwc
Gronostajski,R,author_gronostajski_r
Messina,G,author_messina_g
Lu,LY,author_lu_ly
Collins,RJ,author_collins_rj
Gao,ZB,author_gao_zb
Hesse,D,author_hesse_d
Jaschke,A,author_jaschke_a
Chung,B,author_chung_b
Sch�rmann,A,author_schurmann_a
Kitamura,M,author_kitamura_m
Waguri,S,author_waguri_s
Suganuma,T,author_suganuma_t
Uchiyama,Y,author_uchiyama_y
Ignatius,Ou,author_ignatius_ou
Azada,M,author_azada_m
Hsiang,DJ,author_hsiang_dj
Herman,JM,author_herman_jm
Kain,TS,author_kain_ts
Siwak-Tapp,C,author_siwak_tapp_c
Ceccarelli,S,author_ceccarelli_s
Megiorni,F,author_megiorni_f
Marchese,C,author_marchese_c
Koo,SC,author_koo_sc
Al-Ibraheemi,A,author_al_ibraheemi_a
Church,AJ,author_church_aj
Leontovich,AA,author_leontovich_aa
Jalalirad,M,author_jalalirad_m
Salisbury,JL,author_salisbury_jl
Mills,L,author_mills_l
Haddox,C,author_haddox_c
Schroeder,M,author_schroeder_m
Tuma,A,author_tuma_a
Zammataro,L,author_zammataro_l
Gambino,MW,author_gambino_mw
Amato,A,author_amato_a
Di,Leonardo,author_di_leonardo
McCubrey,J,author_mccubrey_j
Haddad,T,author_haddad_t
Goetz,M,author_goetz_m
Boughey,J,author_boughey_j
Sarkaria,J,author_sarkaria_j
Galanis,E,author_galanis_e
D'Assoro,AB,author_d_assoro_ab
Kmetov�,Sivonov�,author_kmetova_sivonova
Jurecekov�,J,author_jurecekova_j
Tatarkov�,Z,author_tatarkova_z
Kapl�n,P,author_kaplan_p
Lichardusov�,L,author_lichardusova_l
Hatok,J,author_hatok_j
Miller,WL,author_miller_wl
Auchus,RJ,author_auchus_rj
Ganzinelli,M,author_ganzinelli_m
Chil�,R,author_chila_r
Serino,L,author_serino_l
Maciel,ME,author_maciel_me
Urban,Cde,author_urban_cde
de,Lima,author_de_lima
Cavalli,IJ,author_cavalli_ij
Generali,D,author_generali_d
Broggini,M,author_broggini_m
Damia,G,author_damia_g
Ribeiro,EM,author_ribeiro_em
Czech,B,author_czech_b
Dettmer,K,author_dettmer_k
Valletta,D,author_valletta_d
Saugspier,M,author_saugspier_m
Koch,A,author_koch_a
Stevens,AP,author_stevens_ap
Thasler,WE,author_thasler_we
Oefner,PJ,author_oefner_pj
Hellerbrand,C,author_hellerbrand_c
Marjon,K,author_marjon_k
Cameron,MJ,author_cameron_mj
Quang,P,author_quang_p
Clasquin,MF,author_clasquin_mf
Mandley,E,author_mandley_e
Kunii,K,author_kunii_k
McVay,M,author_mcvay_m
Kernytsky,A,author_kernytsky_a
Gross,S,author_gross_s
Konteatis,Z,author_konteatis_z
Murtie,J,author_murtie_j
Blake,ML,author_blake_ml
Travins,J,author_travins_j
Dorsch,M,author_dorsch_m
Biller,SA,author_biller_sa
Marks,KM,author_marks_km
Bigaud,E,author_bigaud_e
Corrales,FJ,author_corrales_fj
Bloom,JE,author_bloom_je
Jian,W,author_jian_w
Greve,KB,author_greve_kb
Lindgreen,JN,author_lindgreen_jn
Terp,MG,author_terp_mg
Pedersen,CB,author_pedersen_cb
Mollenhauer,J,author_mollenhauer_j
Kristensen,SB,author_kristensen_sb
Andersen,RS,author_andersen_rs
Relster,MM,author_relster_mm
Demchenko,Y,author_demchenko_y
Bellamy,W,author_bellamy_w
Gabrea,A,author_gabrea_a
Hanamura,I,author_hanamura_i
Dave,S,author_dave_s
Hurt,EM,author_hurt_em
Stephens,O,author_stephens_o
Santra,M,author_santra_m
Williams,DR,author_williams_dr
Dang,L,author_dang_l
Kuehl,WM,author_kuehl_wm
Deaglio,S,author_deaglio_s
Rasi,S,author_rasi_s
Vaisitti,T,author_vaisitti_t
Agostinelli,C,author_agostinelli_c
Spina,V,author_spina_v
Bruscaggin,A,author_bruscaggin_a
Monti,S,author_monti_s
Cerri,M,author_cerri_m
Cresta,S,author_cresta_s
Fangazio,M,author_fangazio_m
Arcaini,L,author_arcaini_l
Lucioni,M,author_lucioni_m
Marasca,R,author_marasca_r
Thieblemont,C,author_thieblemont_c
Capello,D,author_capello_d
Facchetti,F,author_facchetti_f
Kwee,I,author_kwee_i
Pileri,SA,author_pileri_sa
Vald�s-Mas,R,author_valdes_mas_r
Salaverria,I,author_salaverria_i
Mart�n-Garcia,D,author_martin_garcia_d
Gin�,E,author_gine_e
Nadeu,F,author_nadeu_f
Clot,G,author_clot_g
Moros,A,author_moros_a
Roue,G,author_roue_g
Colomo,L,author_colomo_l
Valera,A,author_valera_a
Amador,V,author_amador_v
Forcada,P,author_forcada_p
Munta�ola,A,author_muntanola_a
Hartmann,EM,author_hartmann_em
Calasanz,MJ,author_calasanz_mj
Hern�ndez-Rivas,JM,author_hernandez_rivas_jm
Wiestner,A,author_wiestner_a
Wilson,WH,author_wilson_wh
Wennerberg,K,author_wennerberg_k
Sang,J,author_sang_j
Pintarelli,G,author_pintarelli_g
Dassano,A,author_dassano_a
Cotroneo,CE,author_cotroneo_ce
Galvan,A,author_galvan_a
Noci,S,author_noci_s
Incarbone,M,author_incarbone_m
Palleschi,A,author_palleschi_a
Rosso,L,author_rosso_l
Santambrogio,L,author_santambrogio_l
Dragani,TA,author_dragani_ta
Colombo,F,author_colombo_f
Graham,JR,author_graham_jr
Chamberland,A,author_chamberland_a
Lin,Q,author_lin_q
Dai,D,author_dai_d
Casey,C,author_casey_c
Sanders,AJ,author_sanders_aj
Liang,G,author_liang_g
Song,E,author_song_e
L�pez-Mateo,I,author_lopez_mateo_i
Arruabarrena-Aristorena,A,author_arruabarrena_aristorena_a
Artaza-Irigaray,C,author_artaza_irigaray_c
L�pez,JA,author_lopez_ja
Calvo,E,author_calvo_e
Belandia,B,author_belandia_b
Olshen,A,author_olshen_a
Bridge,J,author_bridge_j
Hogendoorn,PC,author_hogendoorn_pc
Socci,N,author_socci_n
Maity,SN,author_maity_sn
Titus,MA,author_titus_ma
Gyftaki,R,author_gyftaki_r
Lu,JF,author_lu_jf
Ramachandran,S,author_ramachandran_s
Li-Ning-Tapia,EM,author_li_ning_tapia_em
Araujo,JC,author_araujo_jc
Efstathiou,E,author_efstathiou_e
Chuang,JY,author_chuang_jy
Lo,WL,author_lo_wl
Ko,CY,author_ko_cy
Chou,SY,author_chou_sy
Chen,RM,author_chen_rm
Hung,JJ,author_hung_jj
Su,WC,author_su_wc
Hsu,TI,author_hsu_ti
Natarajan,V,author_natarajan_v
Ramanathan,P,author_ramanathan_p
Gopisetty,G,author_gopisetty_g
Ramachandran,B,author_ramachandran_b
Thangarajan,R,author_thangarajan_r
Kesavan,S,author_kesavan_s
Banito,A,author_banito_a
Laporte,AN,author_laporte_an
Roe,JS,author_roe_js
Sanchez-Vega,F,author_sanchez_vega_f
Huang,CH,author_huang_ch
Dancsok,AR,author_dancsok_ar
Hatzi,K,author_hatzi_k
Chandwani,R,author_chandwani_r
Jones,KB,author_jones_kb
Vakoc,CR,author_vakoc_cr
Peng,C,author_peng_c
Yi,Y,author_yi_y
Pleshkan,VV,author_pleshkan_vv
Alekseenko,IV,author_alekseenko_iv
Tyulkina,DV,author_tyulkina_dv
Kyzmich,AI,author_kyzmich_ai
Zinovyeva,MV,author_zinovyeva_mv
Sverdlov,ED,author_sverdlov_ed
Hou,CM,author_hou_cm
Qu,XM,author_qu_xm
Ding,TT,author_ding_tt
Ji,GC,author_ji_gc
Zhong,ZH,author_zhong_zh
Ballantyne,EB,author_ballantyne_eb
Lupien,M,author_lupien_m
Ryan,MS,author_ryan_ms
Rivera-Berm�dez,MA,author_rivera_bermudez_ma
Flannery,CR,author_flannery_cr
Marzioni,D,author_marzioni_d
Lattanzi,A,author_lattanzi_a
Angeletti,PM,author_angeletti_pm
Melcher,K,author_melcher_k
Yong,EL,author_yong_el
Grosse,A,author_grosse_a
Bartsch,S,author_bartsch_s
Baniahmad,A,author_baniahmad_a
Bartsch,G,author_bartsch_g
Paulding,C,author_paulding_c
Sordella,R,author_sordella_r
McClatchey,AI,author_mcclatchey_ai
Saito,M,author_saito_m
Wahrer,DC,author_wahrer_dc
Reynolds,P,author_reynolds_p
Lake,R,author_lake_r
Haber,DA,author_haber_da
Westbrook,JA,author_westbrook_ja
Wood,SL,author_wood_sl
Cairns,DA,author_cairns_da
McMahon,K,author_mcmahon_k
Gahlaut,R,author_gahlaut_r
Thygesen,H,author_thygesen_h
Shires,M,author_shires_m
Marshall,H,author_marshall_h
Oliva,MR,author_oliva_mr
Hanby,AM,author_hanby_am
Selby,PJ,author_selby_pj
Speirs,V,author_speirs_v
Mavria,G,author_mavria_g
Coleman,RE,author_coleman_re
Brown,JE,author_brown_je
Murchie,R,author_murchie_r
Guo,CH,author_guo_ch
Persaud,A,author_persaud_a
Muise,A,author_muise_a
Rotin,D,author_rotin_d
Mu,C,author_mu_c
Schooten,E,author_schooten_e
Di,Maggio,author_di_maggio
van,Bergen,author_van_bergen
Kijanka,MM,author_kijanka_mm
Yuan,Q,author_yuan_q
Slamon,D,author_slamon_d
Hou,D,author_hou_d
Jiang,T,author_jiang_t
Hirsch,FR,author_hirsch_fr
Macedo,JN,author_macedo_jn
Valadares,NF,author_valadares_nf
Marques,IA,author_marques_ia
Jasmine,Mu,author_jasmine_mu
Yamauchi,M,author_yamauchi_m
Rosenbluh,J,author_rosenbluh_j
Qian,ZR,author_qian_zr
Nishihara,R,author_nishihara_r
Dessars,B,author_dessars_b
De,Raeve,author_de_raeve
El,Housni,author_el_housni
Debouck,CJ,author_debouck_cj
Sidon,PJ,author_sidon_pj
Morandini,R,author_morandini_r
Roseeuw,D,author_roseeuw_d
Ghanem,GE,author_ghanem_ge
Vassart,G,author_vassart_g
Heimann,P,author_heimann_p
Hargest,R,author_hargest_r
Lim,GB,author_lim_gb
Solomon,BJ,author_solomon_bj
Stephenson,P,author_stephenson_p
Shreeve,SM,author_shreeve_sm
Tye,LM,author_tye_lm
Wilner,KD,author_wilner_kd
Clark,JW,author_clark_jw
Pietanza,MC,author_pietanza_mc
Ready,N,author_ready_n
Morgensztern,D,author_morgensztern_d
Johnson,ML,author_johnson_ml
Burris,HA,author_burris_ha
Robert,F,author_robert_f
Ferreira,FM,author_ferreira_fm
Damalio,JC,author_damalio_jc
Pereira,HM,author_pereira_hm
Garratt,RC,author_garratt_rc
Araujo,AP,author_araujo_ap
Jochemsen,AG,author_jochemsen_ag
Steinberg,MW,author_steinberg_mw
Cheung,TC,author_cheung_tc
Sed�,JR,author_sedy_jr
Cheung,KJ,author_cheung_kj
Affleck,JG,author_affleck_jg
Severson,T,author_severson_t
Larsson,CA,author_larsson_ca
Quint�s-Cardama,A,author_quintas_cardama_a
Brooks,AN,author_brooks_an
Pedamallu,CS,author_pedamallu_cs
DeLuca,DS,author_deluca_ds
Jun,Y,author_jun_y
Jung,Y,author_jung_y
Ellenberger,T,author_ellenberger_t
Tomkinson,AE,author_tomkinson_ae
Timson,DJ,author_timson_dj
Singleton,MR,author_singleton_mr
Han,TH,author_han_th
Bheddah,S,author_bheddah_s
Theiss,N,author_theiss_n
Watson,S,author_watson_s
Mathur,D,author_mathur_d
Vennapusa,B,author_vennapusa_b
Zayed,H,author_zayed_h
Lally,S,author_lally_s
Strickland,DK,author_strickland_dk
Dylla,SJ,author_dylla_sj
Peng,SL,author_peng_sl
Spigel,DR,author_spigel_dr
SCRX16-001,investigators,author_scrx16_001_investigators
Cardnell,RJ,author_cardnell_rj
Bara,R,author_bara_r
Fujimoto,J,author_fujimoto_j
Ireland,AS,author_ireland_as
Guthrie,MR,author_guthrie_mr
Banerjee,U,author_banerjee_u
Kalu,NN,author_kalu_nn
Johnson,FM,author_johnson_fm
Oliver,TG,author_oliver_tg
Walter,V,author_walter_v
Maas,L,author_maas_l
Delhomme,TM,author_delhomme_tm
Ardin,M,author_ardin_m
Leblay,N,author_leblay_n
Byrnes,G,author_byrnes_g
McLeer-Florin,A,author_mcleer_florin_a
Malchers,F,author_malchers_f
Soloway,MG,author_soloway_mg
Wilkerson,MD,author_wilkerson_md
Cun,Y,author_cun_y
Moro-Sibilot,D,author_moro_sibilot_d
Brambilla,CG,author_brambilla_cg
Lemaitre,N,author_lemaitre_n
Tischler,V,author_tischler_v
Roz,L,author_roz_l
Pastorino,U,author_pastorino_u
Olivier,M,author_olivier_m
Foll,M,author_foll_m
Hayes,DN,author_hayes_dn
Fujii,R,author_fujii_r
Konomi,K,author_konomi_k
Yagishita,N,author_yagishita_n
Aratani,S,author_aratani_s
Araya,N,author_araya_n
Aono,H,author_aono_h
Yudoh,K,author_yudoh_k
Suzuki,N,author_suzuki_n
Beppu,M,author_beppu_m
Yamano,Y,author_yamano_y
Nishioka,K,author_nishioka_k
Wigley,DB,author_wigley_db
Grupp,K,author_grupp_k
Roettger,L,author_roettger_l
Huland,H,author_huland_h
Shete,S,author_shete_s
Etzel,CJ,author_etzel_cj
Scheurer,M,author_scheurer_m
Alexiou,G,author_alexiou_g
Armstrong,G,author_armstrong_g
Tsavachidis,S,author_tsavachidis_s
Liang,FW,author_liang_fw
Gilbert,M,author_gilbert_m
Armstrong,T,author_armstrong_t
Houlston,R,author_houlston_r
Hosking,F,author_hosking_f
Robertson,L,author_robertson_l
Wiencke,J,author_wiencke_j
Wrensch,M,author_wrensch_m
Melin,BS,author_melin_bs
Bondy,M,author_bondy_m
Ness,SA,author_ness_sa
Hamilton,MJ,author_hamilton_mj
Caswell,RC,author_caswell_rc
Canham,N,author_canham_n
Cole,T,author_cole_t
Firth,HV,author_firth_hv
Foulds,N,author_foulds_n
Heimdal,K,author_heimdal_k
Hobson,E,author_hobson_e
Houge,G,author_houge_g
Joss,S,author_joss_s
Kumar,D,author_kumar_d
Maleddu,A,author_maleddu_a
Pantaleo,MA,author_pantaleo_ma
Nannini,M,author_nannini_m
Biasco,G,author_biasco_g
Velghe,AI,author_velghe_ai
Van,Cauwenberghe,author_van_cauwenberghe
Polyansky,AA,author_polyansky_aa
Chand,D,author_chand_d
Charni,S,author_charni_s
Hallberg,B,author_hallberg_b
Dewaele,B,author_dewaele_b
Floris,G,author_floris_g
Finalet-Ferreiro,J,author_finalet_ferreiro_j
Vanspauwen,V,author_vanspauwen_v
Sch�ffski,P,author_schoffski_p
Vega,F,author_vega_f
Bueso-Ramos,CE,author_bueso_ramos_ce
Arboleda,P,author_arboleda_p
Aranda,D,author_aranda_d
Judkins,AR,author_judkins_ar
Croul,SE,author_croul_se
Appin,CL,author_appin_cl
Sioletic,S,author_sioletic_s
Sullivan,LM,author_sullivan_lm
Martinez-Lage,M,author_martinez_lage_m
Robinson,AE,author_robinson_ae
Cloughesy,T,author_cloughesy_t
Lai,A,author_lai_a
Phillips,HS,author_phillips_hs
Marshall,R,author_marshall_r
Mueller,S,author_mueller_s
Haas-Kogan,DA,author_haas_kogan_da
Molinaro,AM,author_molinaro_am
Ikeda,A,author_ikeda_a
Masaki,M,author_masaki_m
Moriguchi,T,author_moriguchi_t
Nishida,E,author_nishida_e
Kozutsumi,Y,author_kozutsumi_y
Kawasaki,T,author_kawasaki_t
Edwards,ZC,author_edwards_zc
Trotter,EW,author_trotter_ew
Torres-Ayuso,P,author_torres_ayuso_p
Chapman,P,author_chapman_p
Wood,HM,author_wood_hm
Nyswaner,K,author_nyswaner_k
Schein,J,author_schein_j
Shah,SP,author_shah_sp
Qian,H,author_qian_h
Paul,JE,author_paul_je
Telenius,A,author_telenius_a
Relander,T,author_relander_t
Lam,W,author_lam_w
